yourlist:M2022030892C7BAECDB1C5C413EE0E0348724B682456919U	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A024B7W1	A0A024B7W1	POLG_ZIKVF	reviewed	Genome polyprotein [Cleaved into: Capsid protein C (Capsid protein) (Core protein); Protein prM (Precursor membrane protein); Peptide pr (Peptide precursor); Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]		Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	3423
O88587	O88587	COMT_MOUSE	reviewed	Catechol O-methyltransferase (EC 2.1.1.6)	Comt Comt1	Mus musculus (Mouse)	265
D3ZCE5	D3ZCE5	D3ZCE5_RAT	unreviewed	G-protein-signaling modulator 2	Gpsm2	Rattus norvegicus (Rat)	678
A0A0H3JXR3,Q99W87	A0A0H3JXR3	A0A0H3JXR3_STAAM	unreviewed	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase (EC 2.7.6.3)	folK SAV0516	Staphylococcus aureus (strain Mu50 / ATCC 700699)	158
E0PTS8	E0PTS8	E0PTS8_STRPY		Deleted.			
P10321	P10321	HLAC_HUMAN	reviewed	HLA class I histocompatibility antigen, C alpha chain (HLA-C) (HLA-Cw) (Human leukocyte antigen C)	HLA-C HLAC	Homo sapiens (Human)	366
P00484	P00484	CAT3_ECOLX	reviewed	Chloramphenicol acetyltransferase 3 (EC 2.3.1.28) (Chloramphenicol acetyltransferase III) (CAT-III)	cat3	Escherichia coli	213
P9WH43	P9WH43	RS1_MYCTU	reviewed	30S ribosomal protein S1	rpsA Rv1630 MTCY01B2.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	481
P67870	P67870	CSK2B_HUMAN	reviewed	Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a)	CSNK2B CK2N G5A	Homo sapiens (Human)	215
E0WWC7	E0WWC7	E0WWC7_HE71	unreviewed	Genome polyprotein [Cleaved into: P3; Protein 3AB; P2; P1; Capsid protein VP0 (VP4-VP2); Capsid protein VP4 (P1A) (Virion protein 4); Capsid protein VP2 (P1B) (Virion protein 2); Capsid protein VP3 (P1C) (Virion protein 3); Capsid protein VP1 (P1D) (Virion protein 1); Protease 2A (P2A) (EC 3.4.22.29) (Picornain 2A) (Protein 2A); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Viral protein genome-linked (VPg) (Protein 3B) (P3B); Protein 3CD (EC 3.4.22.28); Protease 3C (P3C); RNA-directed RNA polymerase (RdRp) (EC 2.7.7.48) (3D polymerase) (3Dpol) (Protein 3D) (3D)]		Human enterovirus 71 (EV71) (EV-71)	2193
P51532	P51532	SMCA4_HUMAN	reviewed	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	SMARCA4 BAF190A BRG1 SNF2B SNF2L4	Homo sapiens (Human)	1647
P12104	P12104	FABPI_HUMAN	reviewed	Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein) (I-FABP)	FABP2 FABPI	Homo sapiens (Human)	132
Q82134	Q82134	Q82134_9DELA	unreviewed	Protease (Fragment)	prt	Human T-cell leukemia virus type I	125
O14818	O14818	PSA7_HUMAN	reviewed	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)	PSMA7 HSPC	Homo sapiens (Human)	248
Q86PT9	Q86PT9	Q86PT9_RHOPR	unreviewed	Biogenic amine-binding protein		Rhodnius prolixus (Triatomid bug)	217
A0A0B4J1J9	A0A0B4J1J9	A0A0B4J1J9_MOUSE	unreviewed	T cell receptor alpha variable 11 (T cell receptor alpha variable 11D) (Fragment)	Trav11 Trav11d	Mus musculus (Mouse)	114
B9H0V2	B9H0V2	B9H0V2_POPTR	unreviewed	Uncharacterized protein	POPTR_004G159900	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	215
P18564	P18564	ITB6_HUMAN	reviewed	Integrin beta-6	ITGB6	Homo sapiens (Human)	788
Q62170	Q62170	SELPL_MOUSE	reviewed	P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162)	Selplg Selp1 Selpl	Mus musculus (Mouse)	397
O43741	O43741	AAKB2_HUMAN	reviewed	5'-AMP-activated protein kinase subunit beta-2 (AMPK subunit beta-2)	PRKAB2	Homo sapiens (Human)	272
P35813	P35813	PPM1A_HUMAN	reviewed	Protein phosphatase 1A (EC 3.1.3.16) (Protein phosphatase 2C isoform alpha) (PP2C-alpha) (Protein phosphatase IA)	PPM1A PPPM1A	Homo sapiens (Human)	382
P0A6P9	P0A6P9	ENO_ECOLI	reviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno b2779 JW2750	Escherichia coli (strain K12)	432
P01852	P01852	TCB1_MOUSE	reviewed	T-cell receptor beta-1 chain C region		Mus musculus (Mouse)	173
A5HC98	A5HC98	L_BUNLC	reviewed	RNA-directed RNA polymerase L (Protein L) (EC 2.7.7.48) (EC 3.1.-.-) (Large structural protein) (Replicase) (Transcriptase)	L	Bunyavirus La Crosse	2263
Q6P1M3	Q6P1M3	L2GL2_HUMAN	reviewed	LLGL scribble cell polarity complex component 2 (HGL) (Lethal(2) giant larvae protein homolog 2)	LLGL2	Homo sapiens (Human)	1020
Q72IW7	Q72IW7	Q72IW7_THET2	unreviewed	Competence protein pilN	pilN TT_C1014	Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27)	207
P00811	P00811	AMPC_ECOLI	reviewed	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	ampC ampA b4150 JW4111	Escherichia coli (strain K12)	377
Q7D447	Q7D447	Q7D447_AGRFC	unreviewed	Deoxyfructosyl-amino Acid Transporter Periplasmic Binding Protein	socA Atu5006	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	277
A2NTU7	A2NTU7	A2NTU7_MOUSE	unreviewed	Cytotoxic Tcell receptor		Mus musculus (Mouse)	268
Q92844	Q92844	TANK_HUMAN	reviewed	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	TANK ITRAF TRAF2	Homo sapiens (Human)	425
G0RY29	G0RY29	G0RY29_CHATD	unreviewed	Glycerophosphocholine phosphodiesterase (EC 3.1.4.2)	CTHT_0005190	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	1190
B2R6A7	B2R6A7	B2R6A7_HUMAN	unreviewed	Glucosylceramidase (EC 3.2.1.45)		Homo sapiens (Human)	536
P25787	P25787	PSA2_HUMAN	reviewed	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	PSMA2 HC3 PSC3	Homo sapiens (Human)	234
Q96I25	Q96I25	SPF45_HUMAN	reviewed	Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17)	RBM17 SPF45	Homo sapiens (Human)	401
Q2M5U3,P0A7I4	P0A7I4	RF3_ECOLI	reviewed	Peptide chain release factor RF3 (RF-3)	prfC miaD tos b4375 JW5873	Escherichia coli (strain K12)	529
P40477	P40477	NU159_YEAST	reviewed	Nucleoporin NUP159 (Nuclear pore protein NUP159)	NUP159 NUP158 RAT7 YIL115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1460
P40818	P40818	UBP8_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.4.19.12) (Deubiquitinating enzyme 8) (Ubiquitin isopeptidase Y) (hUBPy) (Ubiquitin thioesterase 8) (Ubiquitin-specific-processing protease 8)	USP8 KIAA0055 UBPY	Homo sapiens (Human)	1118
P03466	P03466	NCAP_I34A1	reviewed	Nucleoprotein (Nucleocapsid protein) (Protein N)	NP	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	498
A4TVL0	A4TVL0	A4TVL0_9PROT	unreviewed	Cereblon isoform 4	MGR_0879	Magnetospirillum gryphiswaldense	124
Q9AIU0	Q9AIU0	TTGR_PSEPT	reviewed	HTH-type transcriptional regulator TtgR (Toluene efflux pump ttgABC operon repressor)	ttgR T1E_0244	Pseudomonas putida (strain DOT-T1E)	210
P97465	P97465	DOK1_MOUSE	reviewed	Docking protein 1 (Downstream of tyrosine kinase 1) (p62(dok))	Dok1 Dok	Mus musculus (Mouse)	482
P15445	P15445	PA2A2_NAJNA	reviewed	Acidic phospholipase A2 2 (PLA22) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Naja naja (Indian cobra)	119
Q9KAX3	Q9KAX3	Q9KAX3_ALKHC	unreviewed	Multidrug export protein MepA	BH2163	Alkalihalobacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	464
Q9NWZ3	Q9NWZ3	IRAK4_HUMAN	reviewed	Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	IRAK4	Homo sapiens (Human)	460
C5Z4W3	C5Z4W3	C5Z4W3_SORBI	unreviewed	Uncharacterized protein	SORBI_3010G052200	Sorghum bicolor (Sorghum) (Sorghum vulgare)	261
Q5JD38	Q5JD38	TRM10_THEKO	reviewed	tRNA (guanine(9)-/adenine(9)-N1)-methyltransferase (EC 2.1.1.218) (EC 2.1.1.221) (tRNA(m1G9/m1A9)-methyltransferase) (tRNA(m1G9/m1A9)MTase)	TK0422	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	370
P29320	P29320	EPHA3_HUMAN	reviewed	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)	EPHA3 ETK ETK1 HEK TYRO4	Homo sapiens (Human)	983
O22265	O22265	SR43C_ARATH	reviewed	Signal recognition particle 43 kDa protein, chloroplastic (Chromo protein SRP43) (CpSRP43)	CAO CPSRP43 At2g47450 T30B22.25	Arabidopsis thaliana (Mouse-ear cress)	373
P49761	P49761	CLK3_HUMAN	reviewed	Dual specificity protein kinase CLK3 (EC 2.7.12.1) (CDC-like kinase 3)	CLK3	Homo sapiens (Human)	638
I6WYY7	I6WYY7	I6WYY7_MYCTU	unreviewed	(3R)-hydroxyacyl-ACP dehydratase subunit HadB	hadB Rv0636	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142
B0B0V1	B0B0V1	B0B0V1_STRGA	unreviewed	Acarbose/maltose binding protein (Acarbose/maltose binding protein GacH)	gacH SGLAU_00965	Streptomyces glaucescens	424
C6A9Y6	C6A9Y6	C6A9Y6_BIFLB		Deleted.			
Q8IWB6	Q8IWB6	TEX14_HUMAN	reviewed	Inactive serine/threonine-protein kinase TEX14 (Protein kinase-like protein SgK307) (Sugen kinase 307) (Testis-expressed sequence 14) (Testis-expressed sequence 14 protein)	TEX14 SGK307	Homo sapiens (Human)	1497
Q6P6C2	Q6P6C2	ALKB5_HUMAN	reviewed	RNA demethylase ALKBH5 (EC 1.14.11.53) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5)	ALKBH5 ABH5 OFOXD1	Homo sapiens (Human)	394
P28715	P28715	ERCC5_HUMAN	reviewed	DNA excision repair protein ERCC-5 (EC 3.1.-.-) (DNA repair protein complementing XP-G cells) (Xeroderma pigmentosum group G-complementing protein)	ERCC5 ERCM2 XPG XPGC	Homo sapiens (Human)	1186
Q9WY43	Q9WY43	DISA_THEMA	reviewed	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA TM_0200	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	357
Q92N37	Q92N37	Q92N37_RHIME	unreviewed	Putative choline ABC transporter, periplasmic solute-binding component	choX SMc02737	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	318
G7CNL4	G7CNL4	G7CNL4_MYCT3	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB KEK_23061	Mycolicibacterium thermoresistibile (strain ATCC 19527 / DSM 44167 / CIP 105390 / JCM 6362 / NCTC 10409 / 316) (Mycobacterium thermoresistibile)	513
Q9A0M7	Q9A0M7	Q9A0M7_STRP1	unreviewed	Hyaluronidase, phage associated	hylP1 SPy_0701	Streptococcus pyogenes serotype M1	337
P51698,D4Z2G1	D4Z2G1	LINB_SPHJU	reviewed	Haloalkane dehalogenase (EC 3.8.1.5) (1,3,4,6-tetrachloro-1,4-cyclohexadiene halidohydrolase) (1,4-TCDN halidohydrolase)	linB SJA_C1-19590	Sphingobium japonicum (strain DSM 16413 / CCM 7287 / MTCC 6362 / UT26 / NBRC 101211 / UT26S)	296
P53676	P53676	AP3M1_RAT	reviewed	AP-3 complex subunit mu-1 (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu-1) (Clathrin assembly protein assembly protein complex 3 mu-1 medium chain) (Clathrin coat assembly protein AP47 homolog 1) (Clathrin coat-associated protein AP47 homolog 1) (Golgi adaptor AP-1 47 kDa protein homolog 1) (HA1 47 kDa subunit homolog 1) (Mu-adaptin 3A) (Mu3A-adaptin) (P47A)	Ap3m1	Rattus norvegicus (Rat)	418
Q9RA63	Q9RA63	CLPB_THET8	reviewed	Chaperone protein ClpB	clpB TTHA1487	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	854
Q86V97	Q86V97	KBTB6_HUMAN	reviewed	Kelch repeat and BTB domain-containing protein 6	KBTBD6	Homo sapiens (Human)	674
Q8N257	Q8N257	H2B3B_HUMAN	reviewed	Histone H2B type 3-B (H2B type 12) (H2B.U histone 1)	H2BU1 HIST3H2BB	Homo sapiens (Human)	126
P9WFY7	P9WFY7	TRMD_MYCTU	reviewed	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD Rv2906c MTCY274.37c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	230
P01811	P01811	HVM41_MOUSE	reviewed	Ig heavy chain V region UPC10		Mus musculus (Mouse)	117
Q9SZU7	Q9SZU7	KAI2_ARATH	reviewed	Probable esterase KAI2 (Protein DWARF-14-like) (Protein D14-like) (Protein HYPOSENSITIVE TO LIGHT) (Protein KARRIKIN INSENSITIVE 2)	KAI2 D14L HTL At4g37470 F6G17.120	Arabidopsis thaliana (Mouse-ear cress)	270
Q92793	Q92793	CBP_HUMAN	reviewed	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	CREBBP CBP	Homo sapiens (Human)	2442
Q15388	Q15388	TOM20_HUMAN	reviewed	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	TOMM20 KIAA0016	Homo sapiens (Human)	145
P0DUJ7	P0DUJ7	SSEK3_SALTS	reviewed	Protein-arginine N-acetylglucosaminyltransferase SseK3 (Arginine GlcNAcyltransferase SseK3) (EC 2.4.1.-) (Salmonella secreted effector K3)	sseK3 SL1344_1928	Salmonella typhimurium (strain SL1344)	335
Q9H9E1	Q9H9E1	ANRA2_HUMAN	reviewed	Ankyrin repeat family A protein 2 (RFXANK-like protein 2)	ANKRA2 ANKRA	Homo sapiens (Human)	313
Q9Y259	Q9Y259	CHKB_HUMAN	reviewed	Choline/ethanolamine kinase (Choline kinase beta) (CK) (CKB) (EC 2.7.1.32) (Choline kinase-like protein) (Ethanolamine kinase) (EK) (EC 2.7.1.82) (Ethanolamine kinase beta) (EKB) (choline/ethanolamine kinase beta) (CKEKB)	CHKB CHETK CHKL	Homo sapiens (Human)	395
Q13415	Q13415	ORC1_HUMAN	reviewed	Origin recognition complex subunit 1 (Replication control protein 1)	ORC1 ORC1L PARC1	Homo sapiens (Human)	861
Q9SPP9	Q9SPP9	RG1_RAUSE	reviewed	Raucaffricine-O-beta-D-glucosidase (Raucaffricine beta-glucosidase) (RsRG) (EC 3.2.1.125) (Vomilenine glucosyltransferase) (RsVGT) (EC 2.4.1.219)	RG VGT	Rauvolfia serpentina (Serpentine wood) (Ophioxylon serpentinum)	540
Q13541	Q13541	4EBP1_HUMAN	reviewed	Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I)	EIF4EBP1	Homo sapiens (Human)	118
P05696	P05696	KPCA_RAT	reviewed	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Prkca Pkca	Rattus norvegicus (Rat)	672
P53847	P53847	DSL1_YEAST	reviewed	Protein transport protein DSL1 (Dependent on SLY1-20 protein 1)	DSL1 YNL258C N0842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	754
Q07820	Q07820	MCL1_HUMAN	reviewed	Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT)	MCL1 BCL2L3	Homo sapiens (Human)	350
Q28175	Q28175	RPE65_BOVIN	reviewed	Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl-palmitate hydrolase) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein) (Retinol isomerase)	RPE65	Bos taurus (Bovine)	533
P96420	P9WQB2	LEU1_MYCTO	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA MT3813	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	644
Q8RQE8	Q8RQE8	RPOC_THET8	reviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC TTHA1812	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	1524
P03072	P03072	LT_POVJC	reviewed	Large T antigen (LT) (LT-AG) (EC 3.6.4.-)		JC polyomavirus (JCPyV) (JCV)	688
P16404	P16404	LEC_ERYCO	reviewed	Lectin (ECorL)		Erythrina corallodendron (Coral tree)	281
Q9KL26	Q9KL26	Q9KL26_VIBCH	unreviewed	Methyl-accepting chemotaxis protein	VC_A0923	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	652
V9HWJ5	V9HWJ5	V9HWJ5_HUMAN	unreviewed	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	HEL-S-90n QPRT	Homo sapiens (Human)	297
B8LFD6	B8LFD6	B8LFD6_ECOLI	unreviewed	Beta-galactosidase (Beta-gal) (EC 3.2.1.23) (Lactase)	lacZ	Escherichia coli (strain K12)	1024
P07097	P07097	THIL_ZOORA	reviewed	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Beta-ketothiolase)	phaA phbA	Zoogloea ramigera	392
Q9HZN8	Q9HZN8	KTHY_PSEAE	reviewed	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk PA2962	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	210
P07584	P07584	ASTA_ASTAS	reviewed	Astacin (EC 3.4.24.21) (Crayfish small molecule proteinase)		Astacus astacus (Noble crayfish) (Astacus fluviatilis)	251
B0VD92	B0VD92	B0VD92_ACIBY	unreviewed	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)	ABAYE3578	Acinetobacter baumannii (strain AYE)	271
O33853	O33853	O33853_RHOSO	unreviewed	Endoglycoceramidase II (EC 3.2.1.123)		Rhodococcus sp.	490
P12724	P12724	ECP_HUMAN	reviewed	Eosinophil cationic protein (ECP) (EC 3.1.27.-) (Ribonuclease 3) (RNase 3)	RNASE3 ECP RNS3	Homo sapiens (Human)	160
P35546	P35546	RET_MOUSE	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	Ret	Mus musculus (Mouse)	1115
Q91754	Q91754	GCKR_XENLA	reviewed	Glucokinase regulatory protein (GKRP) (Glucokinase regulator)	gckr	Xenopus laevis (African clawed frog)	619
O00512	O00512	BCL9_HUMAN	reviewed	B-cell CLL/lymphoma 9 protein (B-cell lymphoma 9 protein) (Bcl-9) (Protein legless homolog)	BCL9	Homo sapiens (Human)	1426
B2G3C8	B2G3C8	B2G3C8_MICAE	unreviewed	Microviridin	mdnA	Microcystis aeruginosa MRC	49
Q6GI75	Q6GI75	FABI_STAAR	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI (ENR) (EC 1.3.1.39) (NADPH-dependent enoyl-ACP reductase)	fabI SAR0978	Staphylococcus aureus (strain MRSA252)	256
P49356	P49356	FNTB_HUMAN	reviewed	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	FNTB	Homo sapiens (Human)	437
Q93X60	Q93X60	Q93X60_CICIN	unreviewed	Fructan 1-exohydrolase IIa (EC 3.2.1.80)	1-feh IIa	Cichorium intybus (Chicory)	581
Q8IKV6	Q8IKV6	Q8IKV6_PLAF7	unreviewed	Rhoptry neck protein 2	PF3D7_1452000	Plasmodium falciparum (isolate 3D7)	2189
P16278	P16278	BGAL_HUMAN	reviewed	Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1)	GLB1 ELNR1	Homo sapiens (Human)	677
P50225	P50225	ST1A1_HUMAN	reviewed	Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase 1) (HAST1/HAST2) (Phenol sulfotransferase 1) (Phenol-sulfating phenol sulfotransferase 1) (P-PST 1) (ST1A3) (Thermostable phenol sulfotransferase) (Ts-PST)	SULT1A1 STP STP1 OK/SW-cl.88	Homo sapiens (Human)	295
P00968	P00968	CARB_ECOLI	reviewed	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	carB pyrA b0033 JW0031	Escherichia coli (strain K12)	1073
Q16651	Q16651	PRSS8_HUMAN	reviewed	Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]	PRSS8	Homo sapiens (Human)	343
Q8IVP5	Q8IVP5	FUND1_HUMAN	reviewed	FUN14 domain-containing protein 1	FUNDC1	Homo sapiens (Human)	155
O60566	O60566	BUB1B_HUMAN	reviewed	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)	BUB1B BUBR1 MAD3L SSK1	Homo sapiens (Human)	1050
Q33CG5	Q33CG5	Q33CG5_9INFA	unreviewed	Nucleoprotein (Fragment)	NP	Influenza A virus (A/whooper swan/Mongolia/4/05(H5N1))	124
P14489	P14489	BLO10_PSEAI	reviewed	Beta-lactamase OXA-10 (EC 3.5.2.6) (Beta-lactamase PSE-2)	bla oxa10 pse2	Pseudomonas aeruginosa	266
P78540	P78540	ARGI2_HUMAN	reviewed	Arginase-2, mitochondrial (EC 3.5.3.1) (Arginase II) (Kidney-type arginase) (Non-hepatic arginase) (Type II arginase)	ARG2	Homo sapiens (Human)	354
Q2G229	Q2G229	Q2G229_STAA8	unreviewed	Uncharacterized protein	SAOUHSC_00452	Staphylococcus aureus (strain NCTC 8325 / PS 47)	109
P01727	P01727	LV1E_MOUSE	reviewed	Ig lambda-1 chain V region S43		Mus musculus (Mouse)	129
Q8GAV4	Q8GAV4	Q8GAV4_ECOLX	unreviewed	ECXA	ecxA	Escherichia coli	285
G3MM57	G3MM57	G3MM57_AMBMU	unreviewed	ATP receptor (Purinergic receptor)		Amblyomma maculatum (Gulf Coast tick)	383
Q96IY4	Q96IY4	CBPB2_HUMAN	reviewed	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	CPB2	Homo sapiens (Human)	423
P36918	P0A4Z7	AROQ_MYCBO	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ aroD BQ2027_MB2566C	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	147
P0A4Z6,P36918	P9WPX6	AROQ_MYCTO	reviewed	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ aroD MT2612	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	147
Q7D785	P9WFX0	MBTI_MYCTO	reviewed	Salicylate synthase (Chorismate mutase) (CM) (EC 5.4.99.5) (Isochorismate synthase/isochorismate lyase) (EC 4.2.99.21) (EC 5.4.4.2) (Mycobactin synthase protein)	mbtI trpE2 MT2454	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	450
P21836	P21836	ACES_MOUSE	reviewed	Acetylcholinesterase (AChE) (EC 3.1.1.7)	Ache	Mus musculus (Mouse)	614
Q58497	Q58497	DCDA_METJA	reviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA MJ1097	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	438
O05208	O05208	TOP6A_SACSH	reviewed	Type 2 DNA topoisomerase 6 subunit A (EC 5.6.2.2) (Type II DNA topoisomerase VI subunit A)	top6A	Saccharolobus shibatae (Sulfolobus shibatae)	389
C9ZSP7	C9ZSP7	C9ZSP7_TRYB9	unreviewed	Farnesyl pyrophosphate synthase, putative (EC 2.5.1.10)	TbgDal_VII3690	Trypanosoma brucei gambiense (strain MHOM/CI/86/DAL972)	367
O66837	O66837	O66837_AQUAE	unreviewed	Biotin--[biotin carboxyl-carrier protein] ligase (EC 6.3.4.15)	birA aq_566	Aquifex aeolicus (strain VF5)	233
